	0
660	This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.
661	I'm happy about this purchase- good quality and low price.
662	I love the look and feel of Samsung flipphones.
663	Its well-designed and very sharp -- the blue is a very nice color.
664	Does everything it should and more.
665	I could not recommend these more.
666	Nice Sound.
667	Looks good in the picture, but this case was a huge disappointment!!
668	Much less than the jawbone I was going to replace it with.
669	Setup went very smoothly.
670	its extremely slow and takes forever to do anything with it.
671	"A must study for anyone interested in the ""worst sins"" of industrial design."
672	The first thing that happened was that the tracking was off.
673	It is well made, easy to access the phone and has a handy, detachable belt clip.
674	Then I had to continue pairing it periodically since it somehow kept dropping.
675	Can't upload ringtones from a third party.
676	Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.
677	Truly awful.
678	It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.
679	The volume for the ringer is REAL good (you have choices how loud).
680	And none of the tones is acceptable.
681	camera color balance is AWFUL.
682	This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.
683	I love the ringtones because they are so upbeat!
684	Chinese Forgeries Abound!.
685	Easy to pair with my Samsung Cell.
686	The instructions didn't explain that a microphone jack could be used.
687	i would advise to not purchase this item it never worked very well.
688	Too bad you have to pay up to $$$ a month for the service!
689	Works well.
690	The nokia CA-42 USB cable did not work with my phone.
691	Clear crisp sound.
692	I have to use the smallest earpieces provided, but it stays on pretty well.
693	The biggest complaint I have is, the battery drains superfast.
694	The design might be ergonomic in theory but I could not stand having these in my ear.
695	Do NOT buy if you want to use the holster.
696	The phone can also take great pictures and even video clips.
697	It doesn't make you look cool.
698	Because both ears are occupied, background is not distracting at all.
699	Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.
700	Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.
701	You can't beat the price on these.
702	* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!
703	lightweight and works well.
704	So just beware.
705	I love this cable - it allows me to connect any mini-USB device to my PC.
706	So anyone near you will hear part of your conversation.
707	This is cool because most cases are just open there allowing the screen to get all scratched up.
708	I bought this phone as a replacement for my StarTac and have regretted it since.
709	Appears to actually outperform the original battery from China that came with my V325i.
710	Can't store anything but phone numbers to SIM.
711	It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.
712	Poor quality.
713	"jabra ear gels ""R"" the best!."
714	Not worth it.
715	The phone crashed completely and now I have to get it replaced.
716	It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.
717	Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).
718	It was a great phone.
719	if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.
720	Good value, works fine - power via USB, car, or wall outlet.
721	My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.
722	This is simply the BEST bluetooth headset for sound quality!
723	Think it over when you plan to own this one!This sure is the last MOTO phone for me!
724	"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?"
725	I have always used corded headsets and the freedom from the wireless is very helpful.
726	This case has passed the one year mark and while it shows signs of wear, it is 100% functional.
727	Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.
728	It has everything I need and I couldn't ask for more.
729	After receiving and using the product for just 2 days it broke.
730	This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.
731	None of the three sizes they sent with the headset would stay in my ears.
732	T-Mobile has the best customer service anywhere.
733	Arrived quickly and much less expensive than others being sold.
734	We have tried 2 units and they both failed within 2 months.. Pros
735	Provides good protection and looks classy, too.
736	Krussel Always good.
737	The tracfonewebsite is user friendly and makes it easy toactivate, etc.
738	The design is very good.4.
739	I great reception all the time.
740	I would highly recommend this product.
741	Couldn't use the unit with sunglasses, not good in Texas!
